timestamp,protocolo,src_ip,src_port,dst_ip,dst_port,tamanho_bytes
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,79
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,79
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,79
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,79
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,79
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,79
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,79
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,79
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,84
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,79
2025-11-22 06:34:46,UDP,2800:3f0:4001:843::200e,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,37342,73
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,79
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,79
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,79
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,572
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1271
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,85
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,81
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,81
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,81
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,82
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,80
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,81
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,2001:12e0:804:31::c,443,82
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
2025-11-22 06:34:46,UDP,2001:12e0:804:31::c,443,2804:7f4:c0c0:612c:463e:61a9:d338:84ae,59542,1278
